,home_team_mean_offense_score,home_team_mean_midfield_score
23719,72.3,73.5
23720,74.7,68.2
23722,76.7,78.2
23723,73.0,78.5
23725,79.3,70.8
23732,86.0,84.5
23733,76.7,78.5
23734,80.3,81.8
23735,82.3,77.5
23736,59.7,65.8
23737,71.0,74.5
23739,64.3,64.5
23741,89.0,84.0
23742,82.7,78.2
23743,73.0,76.8
23744,67.7,72.8
23745,77.7,75.8
23747,69.0,70.0
23752,77.0,80.8
23753,76.7,84.2
23754,71.3,74.2
23756,70.7,77.2
23759,80.0,73.8
23760,75.0,77.5
23762,76.3,69.8
23764,80.7,79.0
23765,78.3,69.0
23769,82.7,87.8
23770,85.3,84.5
23771,72.3,73.5
23772,77.0,78.0
23782,57.7,63.2
23789,68.3,66.0
23792,68.0,68.0
23793,73.0,78.5
23794,85.7,85.5
23795,72.7,73.8
23796,74.0,77.5
23797,69.0,72.5
23798,79.0,78.5
23801,73.3,75.0
23804,81.7,76.2
23805,73.0,78.0
23810,86.0,84.5
23811,76.7,79.5
23812,79.7,78.0
23813,82.3,77.5
23814,71.0,74.5
23815,72.7,77.2
23817,72.7,74.5
23819,70.7,69.2
23821,67.7,72.8
23822,77.7,75.8
23826,77.0,80.8
23827,77.7,80.2
23828,70.0,73.0
23833,80.0,73.8
23834,76.7,78.2
23835,75.0,77.5
23843,57.7,63.2
23848,82.7,78.2
23851,88.0,84.0
23852,72.7,73.0
23853,73.0,78.5
23854,83.0,83.5
23855,78.7,80.0
23856,72.7,73.8
23857,74.7,68.2
23858,73.7,75.0
23861,76.0,74.5
23862,84.3,80.0
23866,85.0,86.0
23867,76.7,79.5
23868,79.7,78.0
23869,77.0,76.2
23870,67.7,74.2
23871,72.7,77.2
23872,72.7,74.5
23873,68.0,70.8
23875,75.3,69.0
23876,72.3,73.5
23879,81.7,76.2
23880,69.0,70.0
23884,77.7,80.2
23885,88.3,86.8
23886,71.3,74.2
23889,70.0,73.0
23890,70.3,69.2
23898,57.7,63.2
23903,78.3,69.0
23906,88.0,84.0
23907,82.7,87.8
23908,83.0,83.5
23909,84.7,75.8
23911,78.7,80.0
23912,77.0,78.0
23913,73.7,75.0
23915,76.7,78.2
23918,76.7,78.2
23919,75.0,77.5
23920,80.0,73.8
